YearQuarter,Industry,Gender,Number of Full-Time Equivalent Employees
2018Q2,"Rental, Hiring and Real Estate Services",Male,11100
2018Q3,"Rental, Hiring and Real Estate Services",Male,10600
2018Q4,"Rental, Hiring and Real Estate Services",Male,10300
1989Q1,"Rental, Hiring and Real Estate Services",Female,5800
1989Q2,"Rental, Hiring and Real Estate Services",Female,5800
1989Q3,"Rental, Hiring and Real Estate Services",Female,5900
1989Q4,"Rental, Hiring and Real Estate Services",Female,5700
1990Q1,"Rental, Hiring and Real Estate Services",Female,5600
1990Q2,"Rental, Hiring and Real Estate Services",Female,5500
1990Q3,"Rental, Hiring and Real Estate Services",Female,5800
1990Q4,"Rental, Hiring and Real Estate Services",Female,5700
1991Q1,"Rental, Hiring and Real Estate Services",Female,5900
1991Q2,"Rental, Hiring and Real Estate Services",Female,5800
1991Q3,"Rental, Hiring and Real Estate Services",Female,5500
1991Q4,"Rental, Hiring and Real Estate Services",Female,5400
1992Q1,"Rental, Hiring and Real Estate Services",Female,5700
1992Q2,"Rental, Hiring and Real Estate Services",Female,5800
1992Q3,"Rental, Hiring and Real Estate Services",Female,5700
1992Q4,"Rental, Hiring and Real Estate Services",Female,5700
1993Q1,"Rental, Hiring and Real Estate Services",Female,5700
1993Q2,"Rental, Hiring and Real Estate Services",Female,5800
1993Q3,"Rental, Hiring and Real Estate Services",Female,5800
1993Q4,"Rental, Hiring and Real Estate Services",Female,5900
1994Q1,"Rental, Hiring and Real Estate Services",Female,6200
1994Q2,"Rental, Hiring and Real Estate Services",Female,6400
1994Q3,"Rental, Hiring and Real Estate Services",Female,6300
1994Q4,"Rental, Hiring and Real Estate Services",Female,6500
1995Q1,"Rental, Hiring and Real Estate Services",Female,6700
1995Q2,"Rental, Hiring and Real Estate Services",Female,6500
1995Q3,"Rental, Hiring and Real Estate Services",Female,6900
1995Q4,"Rental, Hiring and Real Estate Services",Female,6900
1996Q1,"Rental, Hiring and Real Estate Services",Female,7000
1996Q2,"Rental, Hiring and Real Estate Services",Female,7100
1996Q3,"Rental, Hiring and Real Estate Services",Female,7400
1996Q4,"Rental, Hiring and Real Estate Services",Female,7300
1997Q1,"Rental, Hiring and Real Estate Services",Female,7300
1997Q2,"Rental, Hiring and Real Estate Services",Female,7500
1997Q3,"Rental, Hiring and Real Estate Services",Female,7800
1997Q4,"Rental, Hiring and Real Estate Services",Female,7900
1998Q1,"Rental, Hiring and Real Estate Services",Female,8000
1998Q2,"Rental, Hiring and Real Estate Services",Female,8300
1998Q3,"Rental, Hiring and Real Estate Services",Female,8200
1998Q4,"Rental, Hiring and Real Estate Services",Female,8500
1999Q1,"Rental, Hiring and Real Estate Services",Female,8300
1999Q2,"Rental, Hiring and Real Estate Services",Female,8500
1999Q3,"Rental, Hiring and Real Estate Services",Female,8700
1999Q4,"Rental, Hiring and Real Estate Services",Female,8900
2000Q1,"Rental, Hiring and Real Estate Services",Female,9100
2000Q2,"Rental, Hiring and Real Estate Services",Female,9400
2000Q3,"Rental, Hiring and Real Estate Services",Female,9700
2000Q4,"Rental, Hiring and Real Estate Services",Female,9600
2001Q1,"Rental, Hiring and Real Estate Services",Female,9700
2001Q2,"Rental, Hiring and Real Estate Services",Female,9600
2001Q3,"Rental, Hiring and Real Estate Services",Female,9600
2001Q4,"Rental, Hiring and Real Estate Services",Female,9900
2002Q1,"Rental, Hiring and Real Estate Services",Female,9900
2002Q2,"Rental, Hiring and Real Estate Services",Female,9900
2002Q3,"Rental, Hiring and Real Estate Services",Female,10200
2002Q4,"Rental, Hiring and Real Estate Services",Female,10400
2003Q1,"Rental, Hiring and Real Estate Services",Female,10200
2003Q2,"Rental, Hiring and Real Estate Services",Female,10200
2003Q3,"Rental, Hiring and Real Estate Services",Female,10400
2003Q4,"Rental, Hiring and Real Estate Services",Female,10600
2004Q1,"Rental, Hiring and Real Estate Services",Female,10500
2004Q2,"Rental, Hiring and Real Estate Services",Female,11100
2004Q3,"Rental, Hiring and Real Estate Services",Female,10800
2004Q4,"Rental, Hiring and Real Estate Services",Female,10900
2005Q1,"Rental, Hiring and Real Estate Services",Female,10800
2005Q2,"Rental, Hiring and Real Estate Services",Female,10600
2005Q3,"Rental, Hiring and Real Estate Services",Female,10600
2005Q4,"Rental, Hiring and Real Estate Services",Female,10500
2006Q1,"Rental, Hiring and Real Estate Services",Female,10300
2006Q2,"Rental, Hiring and Real Estate Services",Female,10200
2006Q3,"Rental, Hiring and Real Estate Services",Female,10500
2006Q4,"Rental, Hiring and Real Estate Services",Female,10800
2007Q1,"Rental, Hiring and Real Estate Services",Female,10400
2007Q2,"Rental, Hiring and Real Estate Services",Female,10700
2007Q3,"Rental, Hiring and Real Estate Services",Female,10700
2007Q4,"Rental, Hiring and Real Estate Services",Female,11000
2008Q1,"Rental, Hiring and Real Estate Services",Female,10600
2008Q2,"Rental, Hiring and Real Estate Services",Female,10000
2008Q3,"Rental, Hiring and Real Estate Services",Female,9800
2008Q4,"Rental, Hiring and Real Estate Services",Female,9800
2009Q1,"Rental, Hiring and Real Estate Services",Female,9800
2009Q2,"Rental, Hiring and Real Estate Services",Female,9600
2009Q3,"Rental, Hiring and Real Estate Services",Female,10300
2009Q4,"Rental, Hiring and Real Estate Services",Female,10700
2010Q1,"Rental, Hiring and Real Estate Services",Female,11800
2010Q2,"Rental, Hiring and Real Estate Services",Female,10800
2010Q3,"Rental, Hiring and Real Estate Services",Female,10400
2010Q4,"Rental, Hiring and Real Estate Services",Female,11000
2011Q1,"Rental, Hiring and Real Estate Services",Female,10600
2011Q2,"Rental, Hiring and Real Estate Services",Female,10000
2011Q3,"Rental, Hiring and Real Estate Services",Female,11100
2011Q4,"Rental, Hiring and Real Estate Services",Female,12000
2012Q1,"Rental, Hiring and Real Estate Services",Female,11900
2012Q2,"Rental, Hiring and Real Estate Services",Female,12800
2012Q3,"Rental, Hiring and Real Estate Services",Female,12300
2012Q4,"Rental, Hiring and Real Estate Services",Female,12000
2013Q1,"Rental, Hiring and Real Estate Services",Female,12600
2013Q2,"Rental, Hiring and Real Estate Services",Female,13300
2013Q3,"Rental, Hiring and Real Estate Services",Female,13500
2013Q4,"Rental, Hiring and Real Estate Services",Female,13800
2014Q1,"Rental, Hiring and Real Estate Services",Female,13000
2014Q2,"Rental, Hiring and Real Estate Services",Female,12400
2014Q3,"Rental, Hiring and Real Estate Services",Female,11900
2014Q4,"Rental, Hiring and Real Estate Services",Female,12200
2015Q1,"Rental, Hiring and Real Estate Services",Female,12500
2015Q2,"Rental, Hiring and Real Estate Services",Female,12000
2015Q3,"Rental, Hiring and Real Estate Services",Female,12900
2015Q4,"Rental, Hiring and Real Estate Services",Female,13200
2016Q1,"Rental, Hiring and Real Estate Services",Female,12900
2016Q2,"Rental, Hiring and Real Estate Services",Female,12500
2016Q3,"Rental, Hiring and Real Estate Services",Female,12600
2016Q4,"Rental, Hiring and Real Estate Services",Female,13400
2017Q1,"Rental, Hiring and Real Estate Services",Female,13100
2017Q2,"Rental, Hiring and Real Estate Services",Female,13100
2017Q3,"Rental, Hiring and Real Estate Services",Female,11200
2017Q4,"Rental, Hiring and Real Estate Services",Female,11200
2018Q1,"Rental, Hiring and Real Estate Services",Female,11500
2018Q2,"Rental, Hiring and Real Estate Services",Female,11000
2018Q3,"Rental, Hiring and Real Estate Services",Female,12300
2018Q4,"Rental, Hiring and Real Estate Services",Female,12100
1989Q1,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1989Q2,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1989Q3,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1989Q4,"Rental, Hiring and Real Estate Services",Both Sexes,9500
1990Q1,"Rental, Hiring and Real Estate Services",Both Sexes,9500
1990Q2,"Rental, Hiring and Real Estate Services",Both Sexes,9200
1990Q3,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1990Q4,"Rental, Hiring and Real Estate Services",Both Sexes,9500
1991Q1,"Rental, Hiring and Real Estate Services",Both Sexes,9900
1991Q2,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1991Q3,"Rental, Hiring and Real Estate Services",Both Sexes,9400
1991Q4,"Rental, Hiring and Real Estate Services",Both Sexes,9300
1992Q1,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1992Q2,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1992Q3,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1992Q4,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1993Q1,"Rental, Hiring and Real Estate Services",Both Sexes,9600
1993Q2,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1993Q3,"Rental, Hiring and Real Estate Services",Both Sexes,9700
1993Q4,"Rental, Hiring and Real Estate Services",Both Sexes,9800
1994Q1,"Rental, Hiring and Real Estate Services",Both Sexes,10500
1994Q2,"Rental, Hiring and Real Estate Services",Both Sexes,10600
1994Q3,"Rental, Hiring and Real Estate Services",Both Sexes,10600
1994Q4,"Rental, Hiring and Real Estate Services",Both Sexes,11000
1995Q1,"Rental, Hiring and Real Estate Services",Both Sexes,11500
1995Q2,"Rental, Hiring and Real Estate Services",Both Sexes,11000
1995Q3,"Rental, Hiring and Real Estate Services",Both Sexes,11700
1995Q4,"Rental, Hiring and Real Estate Services",Both Sexes,11900
1996Q1,"Rental, Hiring and Real Estate Services",Both Sexes,12000
1996Q2,"Rental, Hiring and Real Estate Services",Both Sexes,12100
1996Q3,"Rental, Hiring and Real Estate Services",Both Sexes,12600
1996Q4,"Rental, Hiring and Real Estate Services",Both Sexes,12600
1997Q1,"Rental, Hiring and Real Estate Services",Both Sexes,12500
1997Q2,"Rental, Hiring and Real Estate Services",Both Sexes,12900
1997Q3,"Rental, Hiring and Real Estate Services",Both Sexes,13600
1997Q4,"Rental, Hiring and Real Estate Services",Both Sexes,13700
1998Q1,"Rental, Hiring and Real Estate Services",Both Sexes,13700
1998Q2,"Rental, Hiring and Real Estate Services",Both Sexes,14200
1998Q3,"Rental, Hiring and Real Estate Services",Both Sexes,14100
1998Q4,"Rental, Hiring and Real Estate Services",Both Sexes,14500
1999Q1,"Rental, Hiring and Real Estate Services",Both Sexes,14500
1999Q2,"Rental, Hiring and Real Estate Services",Both Sexes,14700
1999Q3,"Rental, Hiring and Real Estate Services",Both Sexes,15000
1999Q4,"Rental, Hiring and Real Estate Services",Both Sexes,15100
2000Q1,"Rental, Hiring and Real Estate Services",Both Sexes,15400
2000Q2,"Rental, Hiring and Real Estate Services",Both Sexes,15700
2000Q3,"Rental, Hiring and Real Estate Services",Both Sexes,16200
2000Q4,"Rental, Hiring and Real Estate Services",Both Sexes,16400
2001Q1,"Rental, Hiring and Real Estate Services",Both Sexes,16700
2001Q2,"Rental, Hiring and Real Estate Services",Both Sexes,16300
2001Q3,"Rental, Hiring and Real Estate Services",Both Sexes,16300
2001Q4,"Rental, Hiring and Real Estate Services",Both Sexes,16700
2002Q1,"Rental, Hiring and Real Estate Services",Both Sexes,17000
2002Q2,"Rental, Hiring and Real Estate Services",Both Sexes,17100
2002Q3,"Rental, Hiring and Real Estate Services",Both Sexes,17300
2002Q4,"Rental, Hiring and Real Estate Services",Both Sexes,17600
2003Q1,"Rental, Hiring and Real Estate Services",Both Sexes,17600
2003Q2,"Rental, Hiring and Real Estate Services",Both Sexes,17600
2003Q3,"Rental, Hiring and Real Estate Services",Both Sexes,17700
2003Q4,"Rental, Hiring and Real Estate Services",Both Sexes,17800
2004Q1,"Rental, Hiring and Real Estate Services",Both Sexes,18300
2004Q2,"Rental, Hiring and Real Estate Services",Both Sexes,18000
2004Q3,"Rental, Hiring and Real Estate Services",Both Sexes,17900
2004Q4,"Rental, Hiring and Real Estate Services",Both Sexes,18400
2005Q1,"Rental, Hiring and Real Estate Services",Both Sexes,18500
2005Q2,"Rental, Hiring and Real Estate Services",Both Sexes,18300
2005Q3,"Rental, Hiring and Real Estate Services",Both Sexes,18400
2005Q4,"Rental, Hiring and Real Estate Services",Both Sexes,17900
2006Q1,"Rental, Hiring and Real Estate Services",Both Sexes,18000
2006Q2,"Rental, Hiring and Real Estate Services",Both Sexes,18100
2006Q3,"Rental, Hiring and Real Estate Services",Both Sexes,18200
2006Q4,"Rental, Hiring and Real Estate Services",Both Sexes,18800
2007Q1,"Rental, Hiring and Real Estate Services",Both Sexes,18300
2007Q2,"Rental, Hiring and Real Estate Services",Both Sexes,18500
2007Q3,"Rental, Hiring and Real Estate Services",Both Sexes,18600
2007Q4,"Rental, Hiring and Real Estate Services",Both Sexes,19000
2008Q1,"Rental, Hiring and Real Estate Services",Both Sexes,18700
2008Q2,"Rental, Hiring and Real Estate Services",Both Sexes,17700
2008Q3,"Rental, Hiring and Real Estate Services",Both Sexes,17800
2008Q4,"Rental, Hiring and Real Estate Services",Both Sexes,18000
2009Q1,"Rental, Hiring and Real Estate Services",Both Sexes,17800
2009Q2,"Rental, Hiring and Real Estate Services",Both Sexes,17500
2009Q3,"Rental, Hiring and Real Estate Services",Both Sexes,17700
2009Q4,"Rental, Hiring and Real Estate Services",Both Sexes,18800
2010Q1,"Rental, Hiring and Real Estate Services",Both Sexes,20600
2010Q2,"Rental, Hiring and Real Estate Services",Both Sexes,20300
2010Q3,"Rental, Hiring and Real Estate Services",Both Sexes,19400
2010Q4,"Rental, Hiring and Real Estate Services",Both Sexes,20600
2011Q1,"Rental, Hiring and Real Estate Services",Both Sexes,20100
2011Q2,"Rental, Hiring and Real Estate Services",Both Sexes,19200
2011Q3,"Rental, Hiring and Real Estate Services",Both Sexes,20600
2011Q4,"Rental, Hiring and Real Estate Services",Both Sexes,22800
2012Q1,"Rental, Hiring and Real Estate Services",Both Sexes,22400
2012Q2,"Rental, Hiring and Real Estate Services",Both Sexes,22300
2012Q3,"Rental, Hiring and Real Estate Services",Both Sexes,22200
2012Q4,"Rental, Hiring and Real Estate Services",Both Sexes,22000
2013Q1,"Rental, Hiring and Real Estate Services",Both Sexes,22400
2013Q2,"Rental, Hiring and Real Estate Services",Both Sexes,22900
2013Q3,"Rental, Hiring and Real Estate Services",Both Sexes,23600
2013Q4,"Rental, Hiring and Real Estate Services",Both Sexes,24400
