YearQuarter,Industry,Gender,Number of Working Proprietors,Number of Part-Time Paid Employees,Number of Full-Time Paid Employees,Total Number of People in Employment
2002Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,3700,36300,48000,88100
2003Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,4300,34800,47600,86800
2003Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,3600,34300,47800,85600
2003Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,3700,40800,47300,91700
2003Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,4000,40600,49100,93700
2004Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,4700,36100,51100,91900
2004Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5200,38000,54300,97500
2004Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5300,42400,51300,99000
2004Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5400,43400,52400,101300
2005Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5400,42900,52700,101000
2005Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6300,42000,52500,100700
2005Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,4200,43100,53300,100600
2005Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5100,42500,53400,100900
2006Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,4900,39500,54300,98700
2006Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6200,38000,55900,100000
2006Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5500,38600,57900,102000
2006Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5000,40000,60000,104900
2007Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5600,38300,59100,102900
2007Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5800,39800,61300,107000
2007Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5800,40700,62200,108700
2007Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,7200,40900,65200,113300
2008Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5300,36300,65400,107100
2008Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6000,37900,61500,105500
2008Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5800,36400,62000,104200
2008Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,6300,34900,63500,104600
2009Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,6600,33600,64700,104800
2009Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6800,34200,64000,105000
2009Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,6100,36800,65900,108700
2009Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5600,37100,64100,106700
2010Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,6000,35900,64900,106700
2010Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5600,38300,69600,113500
2010Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,4900,37800,67000,109600
2010Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,4700,38600,64700,108000
2011Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5100,38900,66000,110000
2011Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,4700,40000,70000,114800
2011Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5000,40500,65500,110900
2011Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5000,40600,67000,112600
2012Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5400,38500,70400,114300
2012Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5000,37400,72700,115100
2012Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5600,34100,69300,109000
2012Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5200,35400,70300,110900
2013Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,4300,34800,72700,111800
2013Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5100,35100,77100,117300
2013Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5700,34700,71400,111800
2013Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,4900,35300,71600,111700
2014Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5200,35100,70400,110700
2014Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,4500,34800,74400,113700
2014Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,6600,35500,69100,111300
2014Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,6400,34400,71300,112000
2015Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,6800,35300,73600,115800
2015Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5700,33900,75500,115000
2015Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,7000,34100,72100,113300
2015Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,5500,35400,72700,113700
2016Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,5700,36700,75400,117800
2016Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,5400,38300,75800,119400
2016Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,5500,38800,77400,121700
2016Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,6400,39900,80600,126900
2017Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,6100,38600,78900,123600
2017Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6400,43100,81800,131300
2017Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,6300,38500,82000,126700
2017Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,6500,42400,82600,131500
2018Q1,"Professional, Scientific, Technical, Administrative and Support Services",Female,6000,40600,84300,130900
2018Q2,"Professional, Scientific, Technical, Administrative and Support Services",Female,6400,43800,83300,133500
2018Q3,"Professional, Scientific, Technical, Administrative and Support Services",Female,6600,40500,86000,133100
2018Q4,"Professional, Scientific, Technical, Administrative and Support Services",Female,7600,42300,87000,136900
1989Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14000,19700,60800,94400
1989Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13600,22200,60200,96100
1989Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13200,23700,59900,96700
1989Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12800,23200,57700,93700
1990Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12400,22700,58200,93300
1990Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12500,23300,55600,91400
1990Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12600,23900,58600,95100
1990Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12700,24200,57400,94300
1991Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12800,25400,59500,97700
1991Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,12900,26100,58500,97500
1991Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13000,26200,55500,94700
1991Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13100,25800,55300,94100
1992Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13200,25600,58400,97300
1992Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13300,27800,57300,98300
1992Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13300,28500,56000,97800
1992Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13400,28800,56400,98600
1993Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13400,26300,56400,96200
1993Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14000,29700,55600,99300
1993Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14500,30800,55100,100400
1993Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15000,31500,55300,101800
1994Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15600,28800,61100,105500
1994Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15600,32100,60200,107900
1994Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15600,33100,59800,108400
1994Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15600,35400,61100,112100
1995Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15600,31500,66500,113600
1995Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16000,34700,62000,112700
1995Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16400,38100,65200,119600
1995Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16800,40000,65400,122100
1996Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17100,33500,68800,119400
1996Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17000,38900,67300,123300
1996Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17000,39400,70200,126600
1996Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16900,39300,70800,127000
1997Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16800,33800,72100,122600
1997Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16800,38900,73100,128800
1997Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16900,39500,76900,133300
1997Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17000,41100,77200,135300
1998Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17100,37800,78000,132900
1998Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17300,41900,80000,139100
1998Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17500,39200,80100,136800
1998Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17700,41800,81500,141000
1999Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17900,40200,82400,140500
1999Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,17200,43000,82200,142400
1999Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,16300,42100,84200,142600
1999Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15200,42700,84700,142600
2000Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15100,45300,85600,146000
2000Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14200,49000,85500,148700
2000Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,15000,48100,88900,151900
2000Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13700,53100,88500,155300
2001Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13700,55000,89400,158100
2001Q2,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13800,49500,89900,153200
2001Q3,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,13800,49500,89200,152600
2001Q4,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14500,50800,91600,156900
2002Q1,"Professional, Scientific, Technical, Administrative and Support Services",Both Sexes,14300,49600,94700,158600
