YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
2000Q3,"Rental, Hiring and Real Estate Services",Female,28.96,0.1,29.06
2000Q4,"Rental, Hiring and Real Estate Services",Female,28.99,0.09,29.08
2001Q1,"Rental, Hiring and Real Estate Services",Female,28.37,0.15,28.51
2001Q2,"Rental, Hiring and Real Estate Services",Female,29.48,0.11,29.59
2001Q3,"Rental, Hiring and Real Estate Services",Female,29.55,0.07,29.63
2001Q4,"Rental, Hiring and Real Estate Services",Female,29.5,0.09,29.59
2002Q1,"Rental, Hiring and Real Estate Services",Female,29.84,0.08,29.92
2002Q2,"Rental, Hiring and Real Estate Services",Female,29.55,0.09,29.64
2002Q3,"Rental, Hiring and Real Estate Services",Female,29.37,0.09,29.46
2002Q4,"Rental, Hiring and Real Estate Services",Female,28.8,0.09,28.89
2003Q1,"Rental, Hiring and Real Estate Services",Female,29.5,0.12,29.62
2003Q2,"Rental, Hiring and Real Estate Services",Female,29.43,0.13,29.56
2003Q3,"Rental, Hiring and Real Estate Services",Female,29.22,0.14,29.36
2003Q4,"Rental, Hiring and Real Estate Services",Female,29.94,0.19,30.13
2004Q1,"Rental, Hiring and Real Estate Services",Female,30.81,0.2,31.01
2004Q2,"Rental, Hiring and Real Estate Services",Female,29.36,0.16,29.52
2004Q3,"Rental, Hiring and Real Estate Services",Female,28.28,0.08,28.36
2004Q4,"Rental, Hiring and Real Estate Services",Female,29.45,0.11,29.56
2005Q1,"Rental, Hiring and Real Estate Services",Female,29.09,0.15,29.24
2005Q2,"Rental, Hiring and Real Estate Services",Female,29.36,0.16,29.51
2005Q3,"Rental, Hiring and Real Estate Services",Female,28.47,0.16,28.63
2005Q4,"Rental, Hiring and Real Estate Services",Female,28.35,0.15,28.5
2006Q1,"Rental, Hiring and Real Estate Services",Female,29.15,0.15,29.3
2006Q2,"Rental, Hiring and Real Estate Services",Female,29.82,0.16,29.98
2006Q3,"Rental, Hiring and Real Estate Services",Female,30.23,0.14,30.37
2006Q4,"Rental, Hiring and Real Estate Services",Female,30.13,0.13,30.26
2007Q1,"Rental, Hiring and Real Estate Services",Female,30.35,0.13,30.47
2007Q2,"Rental, Hiring and Real Estate Services",Female,30.08,0.13,30.21
2007Q3,"Rental, Hiring and Real Estate Services",Female,30.16,0.12,30.28
2007Q4,"Rental, Hiring and Real Estate Services",Female,30.19,0.16,30.35
2008Q1,"Rental, Hiring and Real Estate Services",Female,30.77,0.17,30.94
2008Q2,"Rental, Hiring and Real Estate Services",Female,30.27,0.13,30.41
2008Q3,"Rental, Hiring and Real Estate Services",Female,30.5,0.15,30.65
2008Q4,"Rental, Hiring and Real Estate Services",Female,31.4,0.14,31.54
2009Q1,"Rental, Hiring and Real Estate Services",Female,31.91,0.16,32.07
2009Q2,"Rental, Hiring and Real Estate Services",Female,32.03,0.21,32.25
2009Q3,"Rental, Hiring and Real Estate Services",Female,30.22,0.07,30.29
2009Q4,"Rental, Hiring and Real Estate Services",Female,30.34,0.07,30.42
2010Q1,"Rental, Hiring and Real Estate Services",Female,31.44,0.03,31.46
2010Q2,"Rental, Hiring and Real Estate Services",Female,29.95,0.11,30.07
2010Q3,"Rental, Hiring and Real Estate Services",Female,32,0.05,32.05
2010Q4,"Rental, Hiring and Real Estate Services",Female,30.76,0.09,30.85
2011Q1,"Rental, Hiring and Real Estate Services",Female,30.52,0.02,30.54
2011Q2,"Rental, Hiring and Real Estate Services",Female,30.68,0.08,30.76
2011Q3,"Rental, Hiring and Real Estate Services",Female,31.38,0.03,31.42
2011Q4,"Rental, Hiring and Real Estate Services",Female,32.66,0.05,32.71
2012Q1,"Rental, Hiring and Real Estate Services",Female,31.15,0.05,31.2
2012Q2,"Rental, Hiring and Real Estate Services",Female,30.94,0.03,30.97
2012Q3,"Rental, Hiring and Real Estate Services",Female,31.2,0.04,31.25
2012Q4,"Rental, Hiring and Real Estate Services",Female,32,0.06,32.06
2013Q1,"Rental, Hiring and Real Estate Services",Female,31.35,0.06,31.41
2013Q2,"Rental, Hiring and Real Estate Services",Female,32.02,0.06,32.08
2013Q3,"Rental, Hiring and Real Estate Services",Female,32.69,0.02,32.71
2013Q4,"Rental, Hiring and Real Estate Services",Female,31.98,0.06,32.04
2014Q1,"Rental, Hiring and Real Estate Services",Female,32.69,0.07,32.76
2014Q2,"Rental, Hiring and Real Estate Services",Female,31.81,0.05,31.86
2014Q3,"Rental, Hiring and Real Estate Services",Female,30.44,0.03,30.48
2014Q4,"Rental, Hiring and Real Estate Services",Female,31.41,0.07,31.48
2015Q1,"Rental, Hiring and Real Estate Services",Female,31.29,0.08,31.37
2015Q2,"Rental, Hiring and Real Estate Services",Female,31.39,0.06,31.46
2015Q3,"Rental, Hiring and Real Estate Services",Female,31.44,0.08,31.52
2015Q4,"Rental, Hiring and Real Estate Services",Female,31.94,0.03,31.96
2016Q1,"Rental, Hiring and Real Estate Services",Female,31.81,0.08,31.89
2016Q2,"Rental, Hiring and Real Estate Services",Female,30.92,0.05,30.97
2016Q3,"Rental, Hiring and Real Estate Services",Female,32.67,0.04,32.72
2016Q4,"Rental, Hiring and Real Estate Services",Female,32.07,0.08,32.15
2017Q1,"Rental, Hiring and Real Estate Services",Female,33.42,0.16,33.58
2017Q2,"Rental, Hiring and Real Estate Services",Female,32.45,0.13,32.58
2017Q3,"Rental, Hiring and Real Estate Services",Female,32.59,0.06,32.66
2017Q4,"Rental, Hiring and Real Estate Services",Female,32.77,0.1,32.87
2018Q1,"Rental, Hiring and Real Estate Services",Female,31.63,0.12,31.75
2018Q2,"Rental, Hiring and Real Estate Services",Female,30.86,0.06,30.92
2018Q3,"Rental, Hiring and Real Estate Services",Female,30.36,0.12,30.48
2018Q4,"Rental, Hiring and Real Estate Services",Female,30.67,0.1,30.77
1989Q1,"Rental, Hiring and Real Estate Services",Both Sexes,33.5,0.25,33.75
1989Q2,"Rental, Hiring and Real Estate Services",Both Sexes,33.48,0.21,33.69
1989Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.14,0.2,33.34
1989Q4,"Rental, Hiring and Real Estate Services",Both Sexes,33.31,0.21,33.53
1990Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.83,0.21,33.04
1990Q2,"Rental, Hiring and Real Estate Services",Both Sexes,32.82,0.19,33.01
1990Q3,"Rental, Hiring and Real Estate Services",Both Sexes,32.57,0.2,32.77
1990Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.11,0.18,32.29
1991Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.69,0.18,31.87
1991Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.68,0.16,31.84
1991Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.35,0.14,31.49
1991Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.36,0.15,31.51
1992Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.58,0.14,31.72
1992Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.22,0.12,31.34
1992Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.03,0.11,31.14
1992Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.05,0.13,31.18
1993Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.62,0.14,31.76
1993Q2,"Rental, Hiring and Real Estate Services",Both Sexes,30.6,0.12,30.73
1993Q3,"Rental, Hiring and Real Estate Services",Both Sexes,30.26,0.11,30.37
1993Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.57,0.13,30.69
1994Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.81,0.14,31.95
1994Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.35,0.12,31.47
1994Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.06,0.12,31.18
1994Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.99,0.12,31.11
1995Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.23,0.13,32.36
1995Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.44,0.11,31.55
1995Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.09,0.11,31.2
1995Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.92,0.11,31.03
1996Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.52,0.13,32.66
1996Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.73,0.09,31.82
1996Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.85,0.09,31.94
1996Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.42,0.1,32.52
1997Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.57,0.1,32.67
1997Q2,"Rental, Hiring and Real Estate Services",Both Sexes,32.44,0.09,32.53
1997Q3,"Rental, Hiring and Real Estate Services",Both Sexes,32.08,0.09,32.17
1997Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.4,0.07,32.47
1998Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.36,0.1,32.47
1998Q2,"Rental, Hiring and Real Estate Services",Both Sexes,32.67,0.07,32.74
1998Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.06,0.06,33.13
1998Q4,"Rental, Hiring and Real Estate Services",Both Sexes,33.07,0.08,33.14
1999Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.34,0.09,32.42
1999Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.93,0.08,32.02
1999Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.7,0.1,31.79
1999Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.77,0.14,31.91
2000Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.56,0.11,31.67
2000Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.24,0.13,31.36
2000Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.05,0.1,31.15
2000Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.65,0.09,30.74
2001Q1,"Rental, Hiring and Real Estate Services",Both Sexes,30.34,0.12,30.46
2001Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.29,0.09,31.38
2001Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.49,0.07,31.56
2001Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.2,0.08,31.28
2002Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.77,0.08,31.85
2002Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.73,0.08,31.81
2002Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.56,0.08,31.64
2002Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.94,0.08,31.02
2003Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.76,0.1,31.87
2003Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.54,0.11,31.65
2003Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.77,0.12,31.89
2003Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.67,0.16,31.83
2004Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.87,0.17,33.04
2004Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.45,0.15,31.6
2004Q3,"Rental, Hiring and Real Estate Services",Both Sexes,30.67,0.1,30.77
2004Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.64,0.12,31.76
2005Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.67,0.15,31.82
2005Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.56,0.19,31.75
2005Q3,"Rental, Hiring and Real Estate Services",Both Sexes,30.47,0.18,30.65
2005Q4,"Rental, Hiring and Real Estate Services",Both Sexes,30.33,0.16,30.48
2006Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.51,0.18,31.68
2006Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.87,0.17,32.04
2006Q3,"Rental, Hiring and Real Estate Services",Both Sexes,32.13,0.17,32.3
2006Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.25,0.17,32.43
2007Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.2,0.18,32.38
2007Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.89,0.17,32.06
2007Q3,"Rental, Hiring and Real Estate Services",Both Sexes,32.06,0.2,32.26
2007Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.11,0.22,32.33
2008Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.48,0.25,32.72
2008Q2,"Rental, Hiring and Real Estate Services",Both Sexes,32.1,0.23,32.32
2008Q3,"Rental, Hiring and Real Estate Services",Both Sexes,32.39,0.26,32.65
2008Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.95,0.26,33.21
2009Q1,"Rental, Hiring and Real Estate Services",Both Sexes,33.45,0.29,33.74
2009Q2,"Rental, Hiring and Real Estate Services",Both Sexes,34.08,0.38,34.46
2009Q3,"Rental, Hiring and Real Estate Services",Both Sexes,31.71,0.12,31.84
2009Q4,"Rental, Hiring and Real Estate Services",Both Sexes,31.68,0.14,31.81
2010Q1,"Rental, Hiring and Real Estate Services",Both Sexes,32.13,0.1,32.23
2010Q2,"Rental, Hiring and Real Estate Services",Both Sexes,31.41,0.19,31.6
2010Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.21,0.14,33.35
2010Q4,"Rental, Hiring and Real Estate Services",Both Sexes,32.04,0.23,32.26
2011Q1,"Rental, Hiring and Real Estate Services",Both Sexes,31.87,0.14,32.02
2011Q2,"Rental, Hiring and Real Estate Services",Both Sexes,32.22,0.26,32.48
2011Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.41,0.13,33.54
2011Q4,"Rental, Hiring and Real Estate Services",Both Sexes,34.68,0.14,34.83
2012Q1,"Rental, Hiring and Real Estate Services",Both Sexes,33.6,0.25,33.85
2012Q2,"Rental, Hiring and Real Estate Services",Both Sexes,33.7,0.12,33.82
2012Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.8,0.12,33.92
2012Q4,"Rental, Hiring and Real Estate Services",Both Sexes,33.76,0.14,33.9
2013Q1,"Rental, Hiring and Real Estate Services",Both Sexes,33.72,0.2,33.92
2013Q2,"Rental, Hiring and Real Estate Services",Both Sexes,34.04,0.21,34.25
2013Q3,"Rental, Hiring and Real Estate Services",Both Sexes,34.34,0.23,34.57
2013Q4,"Rental, Hiring and Real Estate Services",Both Sexes,35.08,0.19,35.26
2014Q1,"Rental, Hiring and Real Estate Services",Both Sexes,36.13,0.33,36.47
2014Q2,"Rental, Hiring and Real Estate Services",Both Sexes,33.73,0.18,33.91
2014Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.16,0.12,33.28
2014Q4,"Rental, Hiring and Real Estate Services",Both Sexes,35.15,0.16,35.3
2015Q1,"Rental, Hiring and Real Estate Services",Both Sexes,33,0.24,33.24
2015Q2,"Rental, Hiring and Real Estate Services",Both Sexes,33.84,0.13,33.97
2015Q3,"Rental, Hiring and Real Estate Services",Both Sexes,34.32,0.17,34.5
2015Q4,"Rental, Hiring and Real Estate Services",Both Sexes,33.76,0.09,33.85
2016Q1,"Rental, Hiring and Real Estate Services",Both Sexes,34.77,0.2,34.97
2016Q2,"Rental, Hiring and Real Estate Services",Both Sexes,34.85,0.16,35.01
2016Q3,"Rental, Hiring and Real Estate Services",Both Sexes,34.88,0.12,35
2016Q4,"Rental, Hiring and Real Estate Services",Both Sexes,34.57,0.19,34.76
2017Q1,"Rental, Hiring and Real Estate Services",Both Sexes,35.26,0.18,35.44
2017Q2,"Rental, Hiring and Real Estate Services",Both Sexes,35.37,0.18,35.55
2017Q3,"Rental, Hiring and Real Estate Services",Both Sexes,35.2,0.17,35.36
2017Q4,"Rental, Hiring and Real Estate Services",Both Sexes,35.51,0.2,35.71
2018Q1,"Rental, Hiring and Real Estate Services",Both Sexes,34.18,0.18,34.36
2018Q2,"Rental, Hiring and Real Estate Services",Both Sexes,33.98,0.12,34.1
2018Q3,"Rental, Hiring and Real Estate Services",Both Sexes,33.17,0.15,33.32
2018Q4,"Rental, Hiring and Real Estate Services",Both Sexes,34.04,0.16,34.2
1989Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,34.36,1.11,35.47
1989Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.9,1.04,34.94
1989Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.89,0.97,34.86
1989Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.61,1.02,34.64
1990Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.21,1.04,34.25
1990Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.02,0.9,33.92
1990Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.84,0.84,33.68
1990Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.71,0.89,33.6
1991Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.31,0.8,33.11
1991Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.26,0.73,32.99
1991Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.97,0.63,32.6
1991Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.96,0.74,32.7
1992Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.24,0.64,32.88
1992Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.17,0.63,32.8
1992Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.88,0.58,32.45
1992Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.9,0.65,32.55
1993Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.56,0.64,33.2
1993Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.92,0.6,32.53
1993Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,31.9,0.53,32.42
1993Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.26,0.64,32.9
1994Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.95,0.62,33.58
1994Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.96,0.56,33.52
1994Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.35,0.55,32.89
1994Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.37,0.63,33
1995Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.08,0.6,33.68
1995Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.94,0.56,33.49
1995Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.37,0.59,32.96
1995Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.34,0.61,32.94
1996Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.49,0.62,34.11
1996Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.95,0.47,33.43
1996Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,32.97,0.44,33.41
1996Q4,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.57,0.48,34.05
1997Q1,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.31,0.48,33.8
1997Q2,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.58,0.44,34.02
1997Q3,"Professional, Scientific, Technical, Administrative and Support Services",Male,33.24,0.45,33.68
